id_oferta,id_empresa,titulo,empresa,descripcion,confidencial,localizacion,modalidad_trabajo,tipo_trabajo,fecha_publicacion,fecha_hora_publicacion,fecha_modificado,cantidad_vacantes,apto_discapacitado,id_area,id_subarea,id_pais,logo_url,empresa_validada,empresa_pro,promedio_empresa,plan_publicacion_id,plan_publicacion_nombre,portal,tipo_aviso,tiene_preguntas,salario_obligatorio,alta_revision_perfiles,guardado,gptw_url,url_oferta,scrapeado_en
1117998964,13155237,Desarrollador/a Python,Credencial Argentina SA,"SOMOS LATAM, OPERAMOS EN 15 PAÍSES, DESARROLLAMOS MEDIOS DE PAGO | PAGOS DIGITALES DESDE HACE MÁS DE 40 AÑOS. Buscamos incorporar un Desarrollador/a Python  a nuestro equipo.Sus principales responsabilidades serán: Participar del ciclo completo del desarrollo de requerimientos, pruebas e implementación Participar en la mejora continua y optimización de plataformas transaccionales. Construir sistemas eficientes y reutilizables. Participar en la definición de nuevos productos y proyectos junto al equipo de producto y operaciones. Identificar y comunicar las mejores prácticas Participar del diseño y revisión de código Requisitos:  Experiencia en desarrollo con Python. Conocimientos en frameworks como Django, Flask, o similares. Habilidades en bases de datos (MySQL). Ganas de aprender y trabajar en equipo. Inglés intermedio (deseable). Beneficios  Cobertura medica familiar Modelo hibrido ( 2 dias home - 3 días office) - Oficinas en Microcentro, CABA Reintegro de gastos home office Cobertura de linea de celular empresa Vacaciones en días hábiles",False,"Capital Federal, Buenos Aires",Híbrido,Full-time,08-10-2025,08-10-2025 13:29:18,08-10-2025 13:29:18,1,False,19,34,1,,False,False,,2001,Freemium,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1117998964.html,2025-10-21T20:09:12.110298
1117998963,13155237,Desarrollador/a Python,Credencial Argentina SA,"SOMOS LATAM, OPERAMOS EN 15 PAÍSES, DESARROLLAMOS MEDIOS DE PAGO | PAGOS DIGITALES DESDE HACE MÁS DE 40 AÑOS. Buscamos incorporar un Desarrollador/a Python  a nuestro equipo.Sus principales responsabilidades serán: Participar del ciclo completo del desarrollo de requerimientos, pruebas e implementación Participar en la mejora continua y optimización de plataformas transaccionales. Construir sistemas eficientes y reutilizables. Participar en la definición de nuevos productos y proyectos junto al equipo de producto y operaciones. Identificar y comunicar las mejores prácticas Participar del diseño y revisión de código Requisitos:  Experiencia en desarrollo con Python. Conocimientos en frameworks como Django, Flask, o similares. Habilidades en bases de datos (MySQL). Ganas de aprender y trabajar en equipo. Inglés intermedio (deseable). Beneficios  Cobertura medica familiar Modelo hibrido ( 2 dias home - 3 días office) - Oficinas en Microcentro, CABA Reintegro de gastos home office Cobertura de linea de celular empresa Vacaciones en días hábiles",False,"Capital Federal, Buenos Aires",Híbrido,Full-time,08-10-2025,08-10-2025 13:29:12,08-10-2025 13:29:12,1,False,19,34,1,,False,False,,2001,Freemium,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1117998963.html,2025-10-21T20:09:12.110307
1118007589,13400197,Software Engineer -Python/Django,Baires HR,"Empresa SaaS en constante crecimiento que desarrolla productos destinados al IT management y a la automatización de servicios. Actualmente contamos con clientes en más de 60 países y en industrias tan diversas como bancos, e-commerce, educación y tecnología. Nos encontramos en búsqueda de un Software Engineer Backend para uno de nuestros clientes, empresa Saas en gran expansión y con proyectos super desafiantes.No Dudes En Postularte si: Disfrutas de trabajar en equipo. Sos curioso y te gusta investigar nuevas tecnologías Estás comprometido con seguir las buenas prácticas y producir código de calidad. Te atraen los desafíos y te gusta resolver problemasOficinas en Belgrano, CABA. Para todas aquellas personas que vivan en el AMBA, el trabajo será con la modalidad Híbrida. Requisitos:  Requisitos: Experiencia en desarrollo Backend/Fullstack, con Python y Django. Experiencia en Postgresql Exoeriencia en AWS.  Familiarizado con metodologías ágiles. Disfrutar de hacer revisiones de pares Fuertes habilidades en Desarrollo Orientado a objetos Beneficios   ",False,"Buenos Aires, Buenos Aires",Remoto,Full-time,17-10-2025,17-10-2025 11:02:38,17-10-2025 11:02:38,1,False,19,34,1,,False,False,3.0,2001,Freemium,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1118007589.html,2025-10-21T20:09:12.110310
1118007724,2612300,Python Software Engineer - Remoto - 1728,Aliantec,"¿Qué hace la compañía?Compañía nativa digital con presencia global de gran escala de ingeniería, diseño e innovación, con sedes ubicadas en 18 países entre América, Asia y Europa. Cuenta con un equipo de más de 20 mil profesionales que forman parte de nuevos desafíos y proyectos de vanguardia.¿Qué necesitás para ser parte del equipo?Nos encontramos en búsqueda de un/a Python Software Engineer, con sólida experiencia en desarrollo Apis, con amplio conocimiento en desarrollo full stack y en ingeniería de software de nivel producción. Serás el /la responsable de diseñar, desarrollar y mantener aplicaciones web de alta calidad, garantizando una integración fluida con los servicios backend y desplegando las aplicaciones mediante Docker. Experiencia de 5 años en la posición, sólidos conocimientos en Python y FastAPI (o Flask); diseño, construcción y operación de servicios REST. | Excluyente. Experiencia en desarrollo de APIs REST seguras con enfoque &quot;zero-trust&quot;. Sólidos conocimientos en Docker para contenerización y JFrog Artifactory para gestión de imágenes/paquetes. Desarrollo basado en pruebas con pytest (fixtures, mocks, cobertura). Conocimientos en GitHub , Jira, base de Datos PostgreSQL y Redis para caché. Experiencia en Kubernetes: despliegue/operación de cargas de trabajo contenerizadas. Conocimientos en cloud: AWS, Azure y GCP. Manejo y transferencia de datos usando formatos comunes como CSV y Parquet. Experiencia en gestión de herramientas: linters, hooks con pre-commit, Black, Pylint y Pydantic para validación de datos. Inglés avanzado | Excluyente¿Qué vas a hacer?Como Python Software Engineer deberás: Implementar y mantener APIs y sistemas backend robustos, escalables y seguros utilizando Python. Facilitar la integración de componentes frontend con la lógica del servidor. Utilizar herramientas de automatización como GitHub Copilot y ChatGPT para implementar nuevas funcionalidades de manera eficiente. Utilizar Docker para la contenerización y el despliegue de aplicaciones. Colaborar con ingenieros frontend, DevOps, científicos de datos y gestores de producto para definir, diseñar y lanzar nuevas funcionalidades. Optimizar las aplicaciones para lograr la máxima velocidad y escalabilidad. Identificar y resolver problemas en toda la pila de desarrollo.¿Cuándo y dónde trabajarás?Trabajarás bajo un esquema 100% remoto desde cualquier parte del país.¿Con quién trabajarás?Vas a ser parte del equipo IT de la compañía y estarás en pleno contacto con los clientes de la misma.¿Qué ofrecen? Sueldo split: gran porcentaje de la remuneración en dólares. Contrato directo con la Empresa. 100% remoto. Prepaga de primer nivel para vos y tu grupo familiar. Plataforma de cursos gratuitos. Licencia de paternidad/maternidad extendida. Descuentos en entidades educativas privadas. Tarjeta de descuentos: ropa, comida, viajes, etc. Inglés in Company. Plan de carrera interno en diferentes ramas IT. Proyectos multidisciplinarios.¿De qué fases consta el proceso de selección?El proceso de selección se desarrolla en varias etapas. En primer lugar, tendrás una entrevista con nuestras Recruiters, Melina Rubio, donde conversaremos sobre tu experiencia laboral y tus intereses.Luego, continuarás con una instancia inicial junto al equipo de Recursos Humanos de la empresa empleadora. Posteriormente, se prevén hasta cuatro entrevistas adicionales con el cliente asignado: la primera con el líder del equipo, la segunda y tercera con diferentes managers y, finalmente, una última reunión orientada a conocer al equipo y el proyecto en mayor detalle.",False,"Buenos Aires, Buenos Aires",Remoto,Full-time,15-10-2025,15-10-2025 13:49:29,15-10-2025 13:49:29,1,False,19,2621,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_2612300_bum_v71b9694.jpg,False,False,,1020,Aviso Talento,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1118007724.html,2025-10-21T20:09:12.110312
1118009251,13400197,Fullstack Developer - Python React ( Remote-USD),Baires HR,"Uruguayan-based company focused on software development using machine learning, working on challenging projects in areas such as computer vision, natural language processing, and recommendation systems. We are looking for a talented and highly motivated Fullstack Developer (Python + React) to join our client’s team and work on innovative, high-impact projects combining modern backend and frontend technologies.Responsibilities:  Design, develop, and maintain scalable web applications using Python (FastAPI, Django, or Flask) and React.   Build and consume RESTful and GraphQL APIs.   Implement clean, efficient, and testable code following best practices.   Collaborate with designers, product managers, and data engineers to deliver end-to-end solutions.   Integrate with cloud services (AWS, GCP, or Azure) and CI/CD pipelines.   Participate in code reviews, architectural discussions, and agile ceremonies.   Contribute to a culture of innovation, technical excellence, and continuous improvement.  Requisitos:   Proven experience as a Fullstack Developer or Software Engineer.   Strong knowledge of Python for backend development and React for frontend.   Experience with relational and non-relational databases (PostgreSQL, MongoDB, etc.).   Familiarity with containerization (Docker, Kubernetes) and Git-based workflows.   Understanding of software architecture, APIs, and microservices.   Advanced English (written and spoken).   Strong problem-solving skills, autonomy, and a passion for technology.   Team-oriented mindset and adaptability to dynamic environments.  Beneficios  100% remote work Salary in USD (contractor) or uruguayan pesos in Uruguay (dependent relationship) 20 working days of vacation And more!",False,"Capital Federal, Buenos Aires",Remoto,Full-time,21-10-2025,21-10-2025 05:02:56,21-10-2025 05:02:56,1,False,19,34,1,,False,False,3.0,2001,Freemium,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1118009251.html,2025-10-21T20:09:12.110315
1118007671,2612300,Data Science (Python IA) - Remoto - 1731,Aliantec,"¿Qué hace la compañía?Compañía nativa digital con presencia global de gran escala de ingeniería, diseño e innovación, con sedes ubicadas en 18 países entre América, Asia y Europa. Cuenta con un equipo de más de 20 mil profesionales que forman parte de nuevos desafíos y proyectos de vanguardia.¿Qué necesitás para ser parte del equipo?Nos encontramos en búsqueda de un/a Data Science, con sólida experiencia en Python - IA, para sumarse a un equipo en crecimiento y colaborar en la optimización y automatización de la infraestructura de uno de nuestros clientes.Requisitos a nivel técnico: Experiencia sólida en programación con Python, especialmente en proyectos de IA y Machine learning. | Excluyente. Sólido dominio de LangGraph, LangChain. Experiencia práctica con Large Language Models (LLMs) para la interpretación de datos. Experiencia ReAct agent, multi-agentes y RAG (bases de datos vectoriales, RAG de múltiples fuentes). Experiencia en manejo y procesamiento de datos estructurados, incluyendo bases de datos SQL y archivos CSV/Parquet. Inglés nivel conversacional - avanzado | Excluyente¿Qué vas a hacer?Como Data Science (Python IA) deberás: Colaborar con un equipo ágil multifuncional para diseñar, desarrollar e implementar una solución de IA multi-agente. Utilizar Python, LangChain y LangGraph para construir e integrar modelos de IA capaces de interpretar data frames y datos estructurados. Trabajar con Large Language Models (LLMs) para procesar, interpretar y generar insights a partir de grandes volúmenes de datos. Asegurar que los agentes de IA interpreten conjuntos de datos existentes, resultados de modelos de datos y datos curados de terceros para obtener insights específicos de dominio. Desarrollar agentes de IA que repliquen las habilidades y respuestas de expertos funcionales, sirviendo como referencia de interpretación y exploración de datos. Participar en reuniones diarias (stand-ups), planificación de sprints y retrospectivas para garantizar el cumplimiento de los hitos del proyecto. Contribuir a la mejora continua del proceso de desarrollo y de la calidad general de la implementación de IA. Documentar especificaciones técnicas, procesos de desarrollo y avances del proyecto.¿Cuándo y dónde trabajarás?Trabajarás bajo un esquema 100% remoto desde cualquier parte del país de lunes a viernes de 9-18 hs.¿Qué ofrecen? Sueldo split: gran porcentaje de la remuneración en dólares Contrato directo con la Empresa. 100% remoto. Prepaga de primer nivel para vos y tu grupo familiar. Plataforma de cursos gratuitos. Licencia de paternidad/maternidad extendida. Descuentos en entidades educativas privadas. Tarjeta de descuentos: ropa, comida, viajes, etc. Inglés in Company. Plan de carrera interno en diferentes ramas IT. Proyectos multidisciplinarios.¿De qué fases consta el proceso de selección?El proceso de selección se desarrolla en varias etapas. En primer lugar, tendrás una entrevista con nuestra recruiter, Lorena Dos Santos Moraes, donde conversaremos sobre tu experiencia laboral y tus intereses.Luego, continuarás con una instancia inicial junto al equipo de Recursos Humanos de la empresa empleadora. Posteriormente, se prevén hasta cuatro entrevistas adicionales con el cliente asignado: la primera con el líder del equipo, la segunda y tercera con diferentes managers y, finalmente, una última reunión orientada a conocer al equipo y el proyecto en mayor detalle.",False,"Capital Federal, Buenos Aires",Remoto,Full-time,15-10-2025,15-10-2025 13:26:58,15-10-2025 13:26:58,1,False,19,2647,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_2612300_bum_v71b9694.jpg,False,False,,1020,Aviso Talento,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1118007671.html,2025-10-21T20:09:12.110318
1117979614,2612300,Desarrollador Fullstack Python Ssr - Remoto - Rosario - 1718,Aliantec,"¿Qué hace la compañía?Empresa de tecnología en constante crecimiento, dedicada a la innovación y al desarrollo de soluciones de software que impulsan una plataforma de alto impacto para el mercado agro. Si te motiva la innovación, el trabajo en equipo y un entorno donde la transparencia y la solidez son fundamentales, este es el lugar ideal para vos.¿Qué necesitás para ser parte del equipo? Experiencia mínima de 3 años como Desarrollador Fullstack Python. Experiencia comprobable en desarrollo de software con Python y/o C# (.NET Core). Nivel avanzado en diseño, desarrollo y administración de bases de datos PostgreSQL. Conocimientos sólidos en servicios de AWS (ejemplo: EC2, S3, RDS, Lambda). Experiencia trabajando en entornos ágiles bajo metodología Scrum. Experiencia en gestión de proyectos y entregas, con habilidades propias de un Delivery Manager (planificación, cumplimiento de plazos y calidad).Será un plus contar con: Conocimientos en CI/CD, automatización de despliegues y herramientas de monitoreo (p. ej., Jenkins, Docker, Kubernetes). Experiencia en plataformas de eCommerce, especialmente Adobe Commerce (Magento). Familiaridad con motores de Business Process Management (BPM). Experiencia en integración o desarrollo sobre CRMs.¿Qué vas a hacer?Como Desarrollador Fullstack Python Ssr deberás: Diseñar, desarrollar, testear y mantener aplicaciones web y servicios. Gestionar y optimizar bases de datos PostgreSQL, asegurando rendimiento, integridad y seguridad. Construir y mantener APIs RESTful robustas y escalables. Colaborar en el diseño de la arquitectura de soluciones y en la toma de decisiones técnicas. Asegurar la calidad del código mediante buenas prácticas, code reviews y testing. Participar activamente del ciclo de vida de los proyectos asignados, desde la planificación hasta la entrega final, bajo metodologías ágiles (Scrum). Gestionar el backlog del producto, priorizando tareas junto a los stakeholders y asegurando la claridad de los requerimientos. Actuar como punto de contacto principal para stakeholders, comunicando avances, riesgos y dependencias. Identificar y eliminar impedimentos que afecten la productividad y el flujo de trabajo del equipo. Monitorear métricas de rendimiento del equipo y del proyecto para fomentar la mejora continua.¿Cuál es el desafío de la posición?El desafío de esta posición consiste en conectar la visión estratégica con la ejecución técnica, asegurando que los proyectos se desarrollen con calidad, eficiencia y en tiempo y forma. Es un rol híbrido que combina desarrollo Full Stack con gestión de entrega, ideal para un profesional versátil y proactivo que disfrute tanto del diseño y desarrollo de software como de colaborar con equipos ágiles, tomar decisiones técnicas y llevar los proyectos desde la planificación hasta la entrega final.¿Cuándo y dónde trabajarás?El esquema de trabajo estará sujeto a tu ubicación y a las necesidades del proyecto, pudiendo desarrollarse bajo modalidad remota. Trabajarás de lunes a viernes en una jornada full time. Las oficinas de la empresa se encuentran en Rosario, Santa Fe.¿Qué ofrecen? Relación de dependencia directa. Medicina prepaga de primer nivel para vos y tu grupo familiar. Oportunidades reales de crecimiento y desarrollo profesional en un entorno dinámico. Plan de carrera y capacitaciones continuas para mantenerte actualizado/a. Excelente clima laboral, con un equipo talentoso y colaborativo. Eventos de equipo y actividades de integración.¿De qué fases consta el proceso de selección?Tendrás una primera entrevista con nuestra Recruiter, Aldana Alvarenga, donde conversarán sobre tu experiencia laboral y tus intereses.Luego, continuarás con una entrevista con el equipo de Recursos Humanos de la compañía y, finalmente, una entrevista técnica con el área especializada.",False,"Rosario, Santa Fe",Remoto,Full-time,24-09-2025,24-09-2025 11:30:29,24-09-2025 11:30:29,1,False,19,2621,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_2612300_bum_v71b9694.jpg,False,False,,1020,Aviso Talento,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1117979614.html,2025-10-21T20:09:12.110321
1117965588,10099621,Desarrollador PYTHON Sr para Proyectos Bancarios,Kaizen Recursos Humanos,"En KaizenRH buscamos Desarrollador PYTHON Srpara trabajar dentro de Compañía líder en desarrollo de software del segmento bancario.RequisitosCon experiencia comprobable de cinco años en adelante en Desarrollo Back End con PYTHON.Es valorado contar con:Experiencia en proyectos con modelos de lenguaje, LangGraph, LangChain o similares.TareasDiseñar, desarrollar y desplegar aplicaciones robustas basadas en Python.Optimizar flujos de trabajo aplicando buenas prácticas de arquitectura y eficiencia.Implementar estrategias de prompting, ajuste fino y evaluación de LLMs.Integrar APIs de terceros (OpenAI, Hugging Face, etc.) y servicios cloud.Contenerizar aplicaciones Colaborar con equipos técnicos para escalar soluciones, optimizar modelos y mejorar la eficiencia.Acompañar a perfiles junior y promover buenas prácticas de calidad y CI/CD.Trabajar con LangGraph/LangChain en flujos de inteligencia conversacional.BeneficiosRelación de dependencia y continuidad laboralObra social Prepaga para grupo familiarActualizaciones salariales cada tres mesesEsquema de trabajo Hibrido // DOS días de trabajo remotoPrograma de Capacitación // Plataforma propiaDescuentos en instituciones educativasDia de Cumpleaños libreCuatro días libres al año por trámitesClases de InglésDescuentos en Red de Gimnasio de primera líneaNotebookBonificación por gastos de internetZona y horario Laboral: Microcentro, CABA, de Lunes a Viernes de 09 a 18 hs. TRES días de trabajo presencial.",False,"Capital Federal, Buenos Aires",Híbrido,Full-time,12-09-2025,12-09-2025 17:24:42,24-09-2025 09:08:48,3,False,19,2621,1,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/9/9/6/2/1/logoMainPic_10099621.jpg,False,False,3.67,1020,Aviso Talento,bumeran,tecnologia,False,True,False,,,https://www.bumeran.com.ar/empleos/1117965588.html,2025-10-21T20:09:12.110323
1117964405,10099621,Desarrollador PYTHON Sr para Proyectos Bancarios,Kaizen Recursos Humanos,"En KaizenRH buscamos Desarrollador PYTHON Srpara trabajar dentro de Compañía líder en desarrollo de software del segmento bancario.RequisitosCon experiencia comprobable de cinco años en adelante en Desarrollo Back End con PYTHON.Es valorado contar con:Experiencia en proyectos con modelos de lenguaje, LangGraph, LangChain o similares.TareasDiseñar, desarrollar y desplegar aplicaciones robustas basadas en Python.Optimizar flujos de trabajo aplicando buenas prácticas de arquitectura y eficiencia.Implementar estrategias de prompting, ajuste fino y evaluación de LLMs.Integrar APIs de terceros (OpenAI, Hugging Face, etc.) y servicios cloud.Contenerizar aplicaciones Colaborar con equipos técnicos para escalar soluciones, optimizar modelos y mejorar la eficiencia.Acompañar a perfiles junior y promover buenas prácticas de calidad y CI/CD.Trabajar con LangGraph/LangChain en flujos de inteligencia conversacional.BeneficiosRelación de dependencia y continuidad laboralObra social Prepaga para grupo familiarActualizaciones salariales cada tres mesesEsquema de trabajo Hibrido // DOS días de trabajo remotoPrograma de Capacitación // Plataforma propiaDescuentos en instituciones educativasDia de Cumpleaños libreCuatro días libres al año por trámitesClases de InglésDescuentos en Red de Gimnasio de primera líneaNotebookBonificación por gastos de internetZona y horario Laboral: Microcentro, CABA, de Lunes a Viernes de 09 a 18 hs. TRES días de trabajo presencial.",False,"Capital Federal, Buenos Aires",Híbrido,Full-time,12-09-2025,12-09-2025 07:32:44,24-09-2025 09:08:30,3,False,19,2621,1,https://imgbum.jobscdn.com/portal/img/empresas/0/0/1/0/0/9/9/6/2/1/logoMainPic_10099621.jpg,False,False,3.67,1020,Aviso Talento,bumeran,tecnologia,False,True,False,,,https://www.bumeran.com.ar/empleos/1117964405.html,2025-10-21T20:09:12.110325
1117986141,2612300,Desarrollador Fullstack Python Ssr - Mix (On site & Remoto) - Rosario - 1718,Aliantec,"¿Qué hace la compañía?Empresa de tecnología en constante crecimiento, dedicada a la innovación y al desarrollo de soluciones de software que impulsan una plataforma de alto impacto para el mercado agro. Si te motiva la innovación, el trabajo en equipo y un entorno donde la transparencia y la solidez son fundamentales, este es el lugar ideal para vos.¿Qué necesitás para ser parte del equipo? Experiencia mínima de 3 años como Desarrollador Fullstack Python. Experiencia comprobable en desarrollo de software con Python y/o C# (.NET Core). Nivel avanzado en diseño, desarrollo y administración de bases de datos PostgreSQL. Conocimientos sólidos en servicios de AWS (ejemplo: EC2, S3, RDS, Lambda). Experiencia trabajando en entornos ágiles bajo metodología Scrum. Experiencia en gestión de proyectos y entregas, con habilidades propias de un Delivery Manager (planificación, cumplimiento de plazos y calidad).Será un plus contar con: Conocimientos en CI/CD, automatización de despliegues y herramientas de monitoreo (p. ej., Jenkins, Docker, Kubernetes). Experiencia en plataformas de eCommerce, especialmente Adobe Commerce (Magento). Familiaridad con motores de Business Process Management (BPM). Experiencia en integración o desarrollo sobre CRMs.¿Qué vas a hacer?Como Desarrollador Fullstack Python deberás: Diseñar, desarrollar, testear y mantener aplicaciones web y servicios. Gestionar y optimizar bases de datos PostgreSQL, asegurando rendimiento, integridad y seguridad. Construir y mantener APIs RESTful robustas y escalables. Colaborar en el diseño de la arquitectura de soluciones y en la toma de decisiones técnicas. Asegurar la calidad del código mediante buenas prácticas, code reviews y testing. Participar activamente del ciclo de vida de los proyectos asignados, desde la planificación hasta la entrega final, bajo metodologías ágiles (Scrum). Gestionar el backlog del producto, priorizando tareas junto a los stakeholders y asegurando la claridad de los requerimientos. Actuar como punto de contacto principal para stakeholders, comunicando avances, riesgos y dependencias. Identificar y eliminar impedimentos que afecten la productividad y el flujo de trabajo del equipo. Monitorear métricas de rendimiento del equipo y del proyecto para fomentar la mejora continua.¿Cuál es el desafío de la posición?El desafío de esta posición consiste en conectar la visión estratégica con la ejecución técnica, asegurando que los proyectos se desarrollen con calidad, eficiencia y en tiempo y forma. Es un rol híbrido que combina desarrollo Full Stack con gestión de entrega, ideal para un profesional versátil y proactivo que disfrute tanto del diseño y desarrollo de software como de colaborar con equipos ágiles, tomar decisiones técnicas y llevar los proyectos desde la planificación hasta la entrega final.¿Cuándo y dónde trabajarás?El esquema de trabajo será híbrido, estará sujeto a tu ubicación y a las necesidades del proyecto. Las oficinas de la empresa se encuentran en Rosario, Santa Fe.¿Qué ofrecen? Relación de dependencia directa. Medicina prepaga de primer nivel para vos y tu grupo familiar. Oportunidades reales de crecimiento y desarrollo profesional en un entorno dinámico. Plan de carrera y capacitaciones continuas para mantenerte actualizado/a. Excelente clima laboral, con un equipo talentoso y colaborativo. Eventos de equipo y actividades de integración.¿De qué fases consta el proceso de selección?Tendrás una primera entrevista con nuestra Recruiter, Aldana Alvarenga, donde conversarán sobre tu experiencia laboral y tus intereses.Luego, continuarás con una entrevista con el equipo de Recursos Humanos de la compañía y, finalmente, una entrevista técnica con el área especializada.",False,"Rosario, Santa Fe",Híbrido,Full-time,29-09-2025,29-09-2025 16:58:51,29-09-2025 16:58:51,1,False,19,2621,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_2612300_bum_v71b9694.jpg,False,False,,1020,Aviso Talento,bumeran,tecnologia,False,False,False,,,https://www.bumeran.com.ar/empleos/1117986141.html,2025-10-21T20:09:12.110328
