id_oferta,id_empresa,titulo,empresa,descripcion,confidencial,localizacion,modalidad_trabajo,tipo_trabajo,fecha_publicacion,fecha_hora_publicacion,fecha_modificado,cantidad_vacantes,apto_discapacitado,id_area,id_subarea,id_pais,logo_url,empresa_validada,empresa_pro,promedio_empresa,plan_publicacion_id,plan_publicacion_nombre,portal,tipo_aviso,tiene_preguntas,salario_obligatorio,alta_revision_perfiles,guardado,gptw_url,url_oferta,scrapeado_en,experiencia_min_anios,experiencia_max_anios,experiencia_area,nivel_educativo,estado_educativo,carrera_especifica,titulo_excluyente,idioma_principal,nivel_idioma_principal,idioma_secundario,nivel_idioma_secundario,skills_tecnicas_list,niveles_skills_list,soft_skills_list,certificaciones_list,salario_min,salario_max,moneda,beneficios_list,requisitos_excluyentes_list,requisitos_deseables_list,jornada_laboral,horario_flexible,nlp_extraction_timestamp,nlp_version,nlp_confidence_score
1118014800,13495056.0,Vendedora/ Asistente Administrativo,Dr Beauty Devoto ,"Recepcionista / Asistente AdministrativoResumen del PuestoEstamos buscando una persona proactiva y organizada para unirse a nuestro equipo como Recepcionista / Asistente Administrativo. El candidato ideal tendrá excelentes habilidades de comunicación y atención al cliente, así como experiencia en tareas administrativas generales.Responsabilidades Atención al público (presencial y telefónica). Ventas de todos los tratamientos y productos ofrecidos en el Centro de estética.  Manejo de agenda y coordinación de reuniones. Gestión de correo electrónico y correspondencia. Administración de bases de datos. Facturación y cobro. Control de stock. Apertura y cierre del local. Mantenimiento del orden del espacio de trabajo. Asistencia general al equipo.Requisitos Experiencia en atención al cliente y tareas administrativas. Experiencia en ventas. Manejo de herramientas informáticas (paquete Office, Google Drive, etc.). Excelentes habilidades de comunicación interpersonal. Capacidad de organización y gestión del tiempo. Proactividad y orientación al detalle. Se valorará experiencia en manejo de caja y facturación.",False,"Capital Federal, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 21:08:17,23-10-2025 21:08:17,1,False,6,35,1,,,,,750,Aviso Express,bumeran,simple,False,False,True,,,https://www.bumeran.com.ar/empleos/1118014800.html,2025-10-23T21:30:57.465920,,,tareas administrativas generales,,,,,,,,,['office'],,"['proactiva', 'organización']",,,,,,,,,,2025-10-25T13:51:00.248683,1.0.0,0.214
1118019485,13242189.0,Analista de Oficina Técnica,Antonela Quintiero,"Reconocida empresa constructora incorpora un Analista para su Oficina Técnica y de Proyectos.Será responsable de garantizar la correcta elaboración y gestión de la documentación técnica, asegurando el cumplimiento de estándares de calidad, normativas y plazos. Deberá bindar soporte técnico a las distintas áreas de la empresa para la ejecución eficiente de las obras.Serán sus tareas principales:- Coordinar la elaboración de planos, cómputos y presupuestos de los proyectos ejecutivos.- Verificar el cumplimiento de normativas y especificaciones técnicas.- Brindar apoyo técnico a la jefatura de obra y supervisores en obra.- Coordinar con proveedores y contratistas para la obtención de información técnica y cotizaciones.- Participar en la elaboración de informes de avance de obra.Requisitos:- Profesional Arquitecto o Ingeniero.- Experiencia de 3 años en posiciones similares.- Dominio de software de diseño y modelado.- Manejo avanzado de software de cómputo y presupuesto.- Deseable contar con movilidad propia.Se ofrece incorporación directa por la empresa y muy buenas condiciones de contratación.",False,"Vicente López, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 19:13:29,23-10-2025 19:13:29,1,False,30,2635,1,,False,False,,1020,Aviso Talento,bumeran,talento,False,True,False,,,https://www.bumeran.com.ar/empleos/1118019485.html,2025-10-23T21:30:57.465954,3.0,,3 años en posiciones similares,terciario,incompleto,,False,,,,,,,,,,,,,,"['Reconocida empresa constructora incorpora un Analista para su Oficina Técnica y de Proyectos.Será responsable de garantizar la correcta elaboración y gestión de la documentación técnica, asegurando el cumplimiento de estándares de calidad, normativas y plazos. Deberá bindar soporte técnico a las distintas áreas de la empresa para la ejecución eficiente de las obras.Serán sus tareas principales:- Coordinar la elaboración de planos, cómputos y presupuestos de los proyectos ejecutivos.- Verificar el cumplimiento de normativas y especificaciones técnicas.- Brindar apoyo técnico a la jefatura de obra y supervisores en obra.- Coordinar con proveedores y contratistas para la obtención de información técnica y cotizaciones.- Participar en la elaboración de informes de avance de obra.Requisitos:- Profesional Arquitecto o Ingeniero.- Experiencia de 3 años en posiciones similares.- Dominio de software de diseño y modelado.- Manejo avanzado de software de cómputo y presupuesto.- Deseable contar con movilidad propia.Se ofrece incorporación directa por la empresa y muy buenas condiciones de contratación.']",,,2025-10-25T13:51:00.251232,1.0.0,0.314
1118019456,1476590.0,Operario P/Mantenimiento * San Martin *,Zivot Consultora en RH,"Para Fabrica del rubro alimenticio estamos en búsqueda de un OPERARIO TECNICO para realizar mantenimiento correctivo y preventivo.Se requiere: secundario completo Técnico, experiencia minima de 6 meses a un año en posición similar adquirida preferiblemente en fábricas.Sus principales tareas serán: mantenimiento preventivo y correctivo básico en instalaciones de la fábrica, equipos, y instalaciones de oficinas , sanitarios , por ejemplo: reparación de averías, enchufes, cambio de luminarias, cerraduras, griferia , ayudar en montajes, reemplazar piezas o componentes dañados.Incorporación directa por empresa. Horario de L a V de 7.00 hs a 17.00 hs ( 1 hora de descanso).Residir en San Martín, Villa Ballester, San Andrés, Villa Martelli, Munro y/o alrededores.",False,"San Martin, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 19:00:01,23-10-2025 19:00:01,1,False,16,70,1,https://imgbum.jobscdn.com/portal/img/empresas/0/0/0/1/4/7/6/5/9/0/logoMainPic_1476590.jpg,False,False,4.83,1020,Aviso Talento,bumeran,talento,False,True,False,,,https://www.bumeran.com.ar/empleos/1118019456.html,2025-10-23T21:30:57.465972,,,,terciario,completo,,False,,,,,,,,,,,,,,,,,2025-10-25T13:51:00.253014,1.0.0,0.157
1118019377,,Analista hard de recursos humanos,Confidencial,"&#x1f3af; Tu propósitoBuscamos una persona con fuerte perfil técnico y mirada humana, que garantice la correcta gestión de los procesos hard del área de Recursos Humanos: liquidación de haberes, legislación laboral argentina, legajos, beneficios y reporting. Tu misión será asegurar que cada proceso se realice con precisión, confidencialidad y compromiso, acompañando a nuestros equipos en todo su ciclo laboral.&#x1f4bc; Tus principales responsabilidades Liquidación mensual de sueldos y jornales bajo convenio (Utedyc, Comercio, Sanidad, u otros). Control de haberes, SAC, vacaciones, horas extras y licencias. Administración de altas, bajas y modificaciones en ARCA, ART y obras sociales. Mantenimiento actualizado de legajos y documentación del personal. Coordinación con sindicatos, estudios contables y organismos oficiales. Control y actualización de escalas salariales, convenios y beneficios corporativos. Generación de reportes, indicadores y propuestas de mejora. Apoyo en la logística de eventos internos y gestión de proveedores del área.&#x1f9e0; Perfil que buscamos Profesional o estudiante avanzado/a de Relaciones Laborales, Recursos Humanos o Administración. Experiencia mínima de 5 años en posiciones similares en empresas medianas o grandes. Conocimiento sólido de la Ley de Contrato de Trabajo argentina y normativa vigente. Manejo avanzado de Excel y sistema Tango (Power BI, un plus). Perfil meticuloso, analítico, proactivo y con fuerte sentido de responsabilidad.&#x1f49a; Lo que te ofrecemos Un entorno de trabajo humano, cercano y colaborativo. Participación activa en proyectos regionales LATAM, con equipos de distintos países. Oportunidades de desarrollo profesional y aprendizaje continuo. Flexibilidad, confianza y un equilibrio real entre trabajo y vida personal.",True,"Capital Federal, Buenos Aires",Híbrido,Full-time,23-10-2025,23-10-2025 18:30:52,23-10-2025 19:16:19,1,False,17,48,1,,,,,70,Simples,bumeran,simple,False,False,True,,,https://www.bumeran.com.ar/empleos/1118019377.html,2025-10-23T21:30:57.465988,,,,terciario,incompleto,,False,,,,,"['excel', 'power bi']",,['proactivo'],,,,,,,"['🎯 Tu propósitoBuscamos una persona con fuerte perfil técnico y mirada humana, que garantice la correcta gestión de los procesos hard del área de Recursos Humanos: liquidación de haberes, legislación laboral argentina, legajos, beneficios y reporting. Tu misión será asegurar que cada proceso se realice con precisión, confidencialidad y compromiso, acompañando a nuestros equipos en todo su ciclo laboral.💼 Tus principales responsabilidades Liquidación mensual de sueldos y jornales bajo convenio (Utedyc, Comercio, Sanidad, u otros). Control de haberes, SAC, vacaciones, horas extras y licencias. Administración de altas, bajas y modificaciones en ARCA, ART y obras sociales. Mantenimiento actualizado de legajos y documentación del personal. Coordinación con sindicatos, estudios contables y organismos oficiales. Control y actualización de escalas salariales, convenios y beneficios corporativos. Generación de reportes, indicadores y propuestas de mejora. Apoyo en la logística de eventos internos y gestión de proveedores del área.🧠 Perfil que buscamos Profesional o estudiante avanzado/a de Relaciones Laborales, Recursos Humanos o Administración. Experiencia mínima de 5 años en posiciones similares en empresas medianas o grandes. Conocimiento sólido de la Ley de Contrato de Trabajo argentina y normativa vigente. Manejo avanzado de Excel y sistema Tango (Power BI, un plus). Perfil meticuloso, analítico, proactivo y con fuerte sentido de responsabilidad.💚 Lo que te ofrecemos Un entorno de trabajo humano, cercano y colaborativo. Participación activa en proyectos regionales LATAM, con equipos de distintos países. Oportunidades de desarrollo profesional y aprendizaje continuo. Flexibilidad, confianza y un equilibrio real entre trabajo y vida personal.']",,,2025-10-25T13:51:00.257701,1.0.0,0.314
1118019350,,Asesor Comercial para Venta de Sillones y Muebles,Confidencial,"Buscamos un Comercial de Ventas para Sillones y Muebles (Ecommerce / Mercadolibre). Nuestro objetivo encontrar un perfil con experiencia en ventas Online y de Salón. (Excluyente)Objetivos:-Venta online para consumidores finales (redes, WhatsApp, mail, teléfono, ML)-Atención post venta (WhatsApp, mensajería ML, redes sociales, mail, teléfono)Requisitos:-Manejo del paquete office - Experiencia previa en venta de Showroom y Online, no menor a 2 años. (Excluyente)Incorporación InmediataLugar de Trabajo, ubicado a 3 cuadras de la Av. Gral. Paz y la Av. San Martín.Esperamos tu postulación.",True,"San Martin, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 18:19:25,23-10-2025 18:19:25,1,False,6,23,1,,,,,70,Simples,bumeran,simple,False,True,False,,,https://www.bumeran.com.ar/empleos/1118019350.html,2025-10-23T21:30:57.466005,,,ventas online y de salón,,,,,,,,,['office'],,,,,,,,"['Buscamos un Comercial de Ventas para Sillones y Muebles (Ecommerce / Mercadolibre). Nuestro objetivo encontrar un perfil con experiencia en ventas Online y de Salón. (Excluyente)Objetivos:-Venta online para consumidores finales (redes, WhatsApp, mail, teléfono, ML)-Atención post venta (WhatsApp, mensajería ML, redes sociales, mail, teléfono)Requisitos:-Manejo del paquete office - Experiencia previa en venta de Showroom y Online, no menor a 2 años. (Excluyente)Incorporación InmediataLugar de Trabajo, ubicado a 3 cuadras de la Av. Gral. Paz y la Av. San Martín.Esperamos tu postulación.']",,,,2025-10-25T13:51:00.259286,1.0.0,0.257
1118019336,530430.0,Coordinador de operaciones (req199724)- Eventual - TORTUGUITAS,Manpower,"Buscamos un/a Coordinador de Operaciones de Almacenamiento para incorporarse de manera eventual (3 meses) para importante logística ubicada en TORTUGUITAS.. La posición tiene como objetivo garantizar la eficiencia operativa, el cumplimiento de los procesos de seguridad y la coordinación del equipo de trabajo en las distintas áreas del almacén.Condiciones y beneficios Contrato eventual por 3 meses. Fuera de convenio. Prepaga. Día libre por cumpleaños.Requisitos Formación técnica o universitaria vinculada a logística o gestión operativa. Experiencia mínima de 3 años en posiciones similares, liderando equipos bajo convenio (liderará 3 operarios). Manejo intermedio de Excel. Inglés intermedio. Disponibilidad horaria y flexibilidad (horario habitual: 8 a 17 hs).Responsabilidades principales Asignar, coordinar y hacer seguimiento de las tareas operativas por sector (incluyendo descarga de contenedores). Controlar asistencia y ausentismo del personal. Asegurar el cumplimiento de normas y procedimientos de seguridad, calidad y medio ambiente (QSHE, BPE). Brindar soporte operativo y respuesta a las necesidades del cliente. Gestionar el registro y control de entrega de EPP, vehículos, herramientas y otros recursos operativos. Relevar e informar consumos y requerimientos de insumos necesarios para el funcionamiento diario. Capacitar y acompañar al personal según el plan de formación establecido por la compañía.Al postularte o avanzar en este proceso, aceptás el tratamiento de tus datos personales conforme a nuestra Política de Privacidad, en cumplimiento de la Ley 25.326. ManpowerGroup Argentina tratará tu información exclusivamente con fines de evaluación y contacto en relación con oportunidades laborales. Podés ejercer tus derechos de acceso, rectificación o supresión cuando lo desees.En ManpowerGroup promovemos una cultura inclusiva y diversa basada en el respeto y en la igualdad de oportunidades.",False,"Tortuguitas, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 18:10:07,23-10-2025 18:12:36,1,False,22,36,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_530430_bum_v46fdf97f.jpg,True,False,4.3,70,Simples,bumeran,simple,True,False,True,,,https://www.bumeran.com.ar/empleos/1118019336.html,2025-10-23T21:30:57.466019,,,,,,,,ingles,intermedio,,,['excel'],,,,,,,,,,,,2025-10-25T13:51:00.263573,1.0.0,0.229
1118019330,530430.0,Líder Comercial Ssr de Canal B2B - Eventual - GARÍN,Manpower,"Estamos seleccionando JOVENES un Lider Comercial para importante empresa ubicada en Garín.Zona de Trabajo: Garín, Buenos AiresJornada Laboral: Full time L a V 9 a 18hEsquema de Empleo: Presencial con visitas constantes (deseable contar con movilidad propia)Modalidad de Contratación: EVENTUAL 1 año (con posibilidad de efectivización)Las principales funciones del puesto serán:  Dar soporte a la administración de distribuidores y la generación de demanda del canal relacionado con Sell in, Sell out, Inventarios  Ayudar en la expansión de Cobertura en la región hasta alcanzar la relevancia competitiva necesaria para ganar participación de mercado  Implementar campañas de Marketing en todos los socios del canal y administrar la inversión de presupuestos, MDFs y Rebates  Soportar la implementación de actividades definidas en el JBP con distribuidores Elite para el desarrollo del negocio  Proporcionaras información del mercado a la división  Actualización de listas de precios, comunicación de promociones por volumen y lanzamientos de nuevos productos.Requisitos:- Estudiantes o recibidos de carreras de grado en Administración de Empresas, Negocios, Ingeniería o carreras afines (EXCLUYENTE)- Minimo de 2 años de experiencia en ventas, preferible en Channel y B2B. - Habilidades de comunicación asertiva (EXCLUYENTE)Al postularte o avanzar en este proceso, aceptás el tratamiento de tus datos personales conforme a nuestra Política de Privacidad, en cumplimiento de la Ley 25.326. ManpowerGroup Argentina tratará tu información exclusivamente con fines de evaluación y contacto en relación con oportunidades laborales. Podés ejercer tus derechos de acceso, rectificación o supresión cuando lo desees.En ManpowerGroup promovemos una cultura inclusiva y diversa basada en el respeto y en la igualdad de oportunidades.",False,"Garin, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 18:06:40,23-10-2025 18:06:40,1,False,3,82,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_530430_bum_v46fdf97f.jpg,False,False,4.3,70,Simples,bumeran,simple,True,False,False,,,https://www.bumeran.com.ar/empleos/1118019330.html,2025-10-23T21:30:57.466029,2.0,,ventas,universitario,,,True,,,,,,,,,,,,,"['Estamos seleccionando JOVENES un Lider Comercial para importante empresa ubicada en Garín.Zona de Trabajo: Garín, Buenos AiresJornada Laboral: Full time L a V 9 a 18hEsquema de Empleo: Presencial con visitas constantes (deseable contar con movilidad propia)Modalidad de Contratación: EVENTUAL 1 año (con posibilidad de efectivización)Las principales funciones del puesto serán: Dar soporte a la administración de distribuidores y la generación de demanda del canal relacionado con Sell in, Sell out, Inventarios Ayudar en la expansión de Cobertura en la región hasta alcanzar la relevancia competitiva necesaria para ganar participación de mercado Implementar campañas de Marketing en todos los socios del canal y administrar la inversión de presupuestos, MDFs y Rebates Soportar la implementación de actividades definidas en el JBP con distribuidores Elite para el desarrollo del negocio Proporcionaras información del mercado a la división Actualización de listas de precios, comunicación de promociones por volumen y lanzamientos de nuevos productos.Requisitos:- Estudiantes o recibidos de carreras de grado en Administración de Empresas, Negocios, Ingeniería o carreras afines (EXCLUYENTE)- Minimo de 2 años de experiencia en ventas, preferible en Channel y B2B. - Habilidades de comunicación asertiva (EXCLUYENTE)Al postularte o avanzar en este proceso, aceptás el tratamiento de tus datos personales conforme a nuestra Política de Privacidad, en cumplimiento de la Ley 25.326. ManpowerGroup Argentina tratará tu información exclusivamente con fines de evaluación y contacto en relación con oportunidades laborales. Podés ejercer tus derechos de acceso, rectificación o supresión cuando lo desees.En ManpowerGroup promovemos una cultura inclusiva y diversa basada en el respeto y en la igualdad de oportunidades.']","['Estamos seleccionando JOVENES un Lider Comercial para importante empresa ubicada en Garín.Zona de Trabajo: Garín, Buenos AiresJornada Laboral: Full time L a V 9 a 18hEsquema de Empleo: Presencial con visitas constantes (deseable contar con movilidad propia)Modalidad de Contratación: EVENTUAL 1 año (con posibilidad de efectivización)Las principales funciones del puesto serán: Dar soporte a la administración de distribuidores y la generación de demanda del canal relacionado con Sell in, Sell out, Inventarios Ayudar en la expansión de Cobertura en la región hasta alcanzar la relevancia competitiva necesaria para ganar participación de mercado Implementar campañas de Marketing en todos los socios del canal y administrar la inversión de presupuestos, MDFs y Rebates Soportar la implementación de actividades definidas en el JBP con distribuidores Elite para el desarrollo del negocio Proporcionaras información del mercado a la división Actualización de listas de precios, comunicación de promociones por volumen y lanzamientos de nuevos productos.Requisitos:- Estudiantes o recibidos de carreras de grado en Administración de Empresas, Negocios, Ingeniería o carreras afines (EXCLUYENTE)- Minimo de 2 años de experiencia en ventas, preferible en Channel y B2B. - Habilidades de comunicación asertiva (EXCLUYENTE)Al postularte o avanzar en este proceso, aceptás el tratamiento de tus datos personales conforme a nuestra Política de Privacidad, en cumplimiento de la Ley 25.326. ManpowerGroup Argentina tratará tu información exclusivamente con fines de evaluación y contacto en relación con oportunidades laborales. Podés ejercer tus derechos de acceso, rectificación o supresión cuando lo desees.En ManpowerGroup promovemos una cultura inclusiva y diversa basada en el respeto y en la igualdad de oportunidades.']",full_time,,2025-10-25T13:51:00.266995,1.0.0,0.457
1118019326,444640.0,Medio Oficial de Mantenimiento- Rubro Plástico. Zona Villa Soldati,Grupo Gestión,"Importante empresa del rubro plástico se encuentra en la búsqueda de Técnicos para Mantenimiento Electromecánico.La búsqueda se orienta a candidatos que posean formación académica técnica y/o terciarios.Se requiere de 2 años de experiencia como mínimo. Residir en zonas aledañas a la planta.Experiencia requerida:-Puesta a punto de máquinas inyectoras, extrusoras, control y reparación de las mismas, observación de indicadores que llevan a fallas y proceder a solucionarlas. Revisar planes de mantenimiento. Dar a conocer los requerimientos de mejoras y repuestos al Ingeniero de Planta.-Motores Eléctricos/ electricidad/ electrónica/ inyección/extrusión plástica/neumática e hidráulica.-Mantenimiento edilicio General: Control luminaria/electricidad/tableros eléctricos bajo normas. Inspeccionar equipos y maquinarias para garantizar seguridad eléctrica, cambio resistencias, lectores, etc. Control de torres de agua y enfriamiento. (chiller).-Montar y desmontar equipos/moldes/instalaciones y dejarlos en correcto estado (por ejemplo, limpieza, lubricación, reemplazo de piezas, etc), informar de los acontecimientos relevantes que puedan afectar la calidad, productividad y seguridad-Convenio Plástico. Categoría Medio Oficial de Mantenimiento.Jornada Laboral: Lunes a viernes con horarios rotativos: 6:00 a 15:00 hs y de 13:00 a 22:00 hs.Zona de Trabajo: Villa Soldati. CABAAquellos candidatos que se encuentren interesados pueden postularse por este medio",False,"Capital Federal, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 18:05:55,23-10-2025 18:05:55,1,False,16,70,1,https://imgbum.jobscdn.com/portal/img/empresas/1/static/logoMainPic_444640_bum_vce78c1c9.jpg,False,False,4.06,70,Simples,bumeran,simple,True,False,False,,,https://www.bumeran.com.ar/empleos/1118019326.html,2025-10-23T21:30:57.466038,2.0,,,,,,,,,,,,,,,,,,,,,,,2025-10-25T13:51:00.270213,1.0.0,0.129
1118019324,,Senior de reintegros,Confidencial,"&#x1f3af; Tu propósito¿Te gusta ayudar a las personas y resolver situaciones con empatía, rapidez y calidad? Buscamos alguien con experiencia en atención al cliente y gestión de reintegros, con ganas de acompañar a los viajeros cuando más lo necesitan.Tu rol será analizar, validar y gestionar solicitudes de reintegro, asegurando una atención cercana, cálida y efectiva. Vas a formar parte de un equipo regional que brinda soluciones reales y experiencias positivas a quienes confían en nosotros.&#x1f4bc; Tus principales responsabilidades Analizar y autorizar solicitudes de reintegro según las políticas vigentes. Revisar documentación médica y comprobantes de gastos. Brindar acompañamiento y seguimiento personalizado al viajero durante todo el proceso. Coordinar con las áreas internas para asegurar el cierre correcto de cada caso. Monitorear tiempos de respuesta y niveles de servicio. Proponer mejoras en los procesos y promover buenas prácticas de atención.&#x1f9e0; Lo que valoramos de vos Experiencia mínima de 3 años en tareas de reintegros, reclamos o atención al cliente (idealmente en asistencia al viajero, seguros o salud). Secundario completo (formación terciaria o cursos relacionados con atención al cliente, turismo o administración, valorados). Buen manejo de herramientas informáticas (Excel, sistemas de gestión, correo corporativo). Perfil empático, organizado y resolutivo. Excelente comunicación y orientación al servicio.&#x1f49a; Lo que te ofrecemos Un entorno humano, colaborativo y con buena energía. &#x1f30e; Interacción con viajeros y equipos de distintos países de la región. &#x1f680; Oportunidades de crecimiento real y desarrollo profesional. &#x1f553; Horarios flexibles y equilibrio entre vida personal y laboral. &#x1f9e0; Capacitaciones continuas en procesos internacionales de asistencia.",True,"Capital Federal, Buenos Aires",Híbrido,Full-time,23-10-2025,23-10-2025 18:05:38,23-10-2025 18:34:58,1,False,1,2597,1,,,,,70,Simples,bumeran,simple,False,False,True,,,https://www.bumeran.com.ar/empleos/1118019324.html,2025-10-23T21:30:57.466176,5.0,,atención al cliente y gestión de reintegros,secundario,completo,,False,,,,,['excel'],,,,,,,,,,,,2025-10-25T13:51:00.274670,1.0.0,0.343
1118019322,,OPERARIO CENTRAL DE PESADA,Confidencial,"Empresa multinacional farmoquímica incorpora Operarios/as de Depósito ( cental de pesada)Nos encontramos en la búsqueda de Operario de Depósito para sumarse a una compañía líder en el desarrollo y fabricación de principios activos farmacéuticos (APIs), con presencia global y altos estándares de calidad.Requisitos: Experiencia previa en industria farmacéutica o farmoquímica (excluyente). Conocimiento y manejo de normas GMP (Buenas Prácticas de Manufactura). Formación técnica afín (deseable).Principales responsabilidades: Fraccionar materias primas, materiales de empaque y productos intermedios destinados a la fabricación de APIs, siguiendo lineamientos GMP. Fraccionar productos terminados para despacho a clientes. Registrar todas las operaciones en cuadernos y planillas designadas. Realizar limpieza del área de fraccionamiento según frecuencia establecida. Ubicar materiales según especificaciones de almacenamiento. Realizar limpieza de las áreas de Depósito y Expedición. Recepcionar materiales conforme a procedimientos aprobados. Despachar materiales a empresas de tratamiento de efluentes. Realizar seguimiento de stock y contrastarlo con el sistema de gestión. Revisar periódicamente los stocks de materiales y productos terminados.Condiciones de contratación: Remuneración básica mensual: $1.500.000 (bruto) Cobertura médica OSDE 210 para grupo familiar Transporte por Panamericana Bono anual Comedor en planta sin costo Horario : 7 a 16,30Zona de trabajo: Parque Industrial Pilar Postulaciones: Enviar CV actualizado indicando experiencia en GMP y tareas de depósito en industria farmoquímica.",True,"Pilar, Buenos Aires",Presencial,Full-time,23-10-2025,23-10-2025 18:04:55,23-10-2025 18:05:39,1,False,3,2638,1,,,,,1020,Aviso Talento,bumeran,talento,False,True,False,,,https://www.bumeran.com.ar/empleos/1118019322.html,2025-10-23T21:30:57.466191,,,gmp y tareas de depósito en industria farmoquímica,,,,,,,,,,,,,,,,,"['Empresa multinacional farmoquímica incorpora Operarios/as de Depósito ( cental de pesada)Nos encontramos en la búsqueda de Operario de Depósito para sumarse a una compañía líder en el desarrollo y fabricación de principios activos farmacéuticos (APIs), con presencia global y altos estándares de calidad.Requisitos: Experiencia previa en industria farmacéutica o farmoquímica (excluyente). Conocimiento y manejo de normas GMP (Buenas Prácticas de Manufactura). Formación técnica afín (deseable).Principales responsabilidades: Fraccionar materias primas, materiales de empaque y productos intermedios destinados a la fabricación de APIs, siguiendo lineamientos GMP. Fraccionar productos terminados para despacho a clientes. Registrar todas las operaciones en cuadernos y planillas designadas. Realizar limpieza del área de fraccionamiento según frecuencia establecida. Ubicar materiales según especificaciones de almacenamiento. Realizar limpieza de las áreas de Depósito y Expedición. Recepcionar materiales conforme a procedimientos aprobados. Despachar materiales a empresas de tratamiento de efluentes. Realizar seguimiento de stock y contrastarlo con el sistema de gestión. Revisar periódicamente los stocks de materiales y productos terminados.Condiciones de contratación: Remuneración básica mensual: $1.500.000 (bruto) Cobertura médica OSDE 210 para grupo familiar Transporte por Panamericana Bono anual Comedor en planta sin costo Horario : 7 a 16,30Zona de trabajo: Parque Industrial Pilar Postulaciones: Enviar CV actualizado indicando experiencia en GMP y tareas de depósito en industria farmoquímica.']","['Empresa multinacional farmoquímica incorpora Operarios/as de Depósito ( cental de pesada)Nos encontramos en la búsqueda de Operario de Depósito para sumarse a una compañía líder en el desarrollo y fabricación de principios activos farmacéuticos (APIs), con presencia global y altos estándares de calidad.Requisitos: Experiencia previa en industria farmacéutica o farmoquímica (excluyente). Conocimiento y manejo de normas GMP (Buenas Prácticas de Manufactura). Formación técnica afín (deseable).Principales responsabilidades: Fraccionar materias primas, materiales de empaque y productos intermedios destinados a la fabricación de APIs, siguiendo lineamientos GMP. Fraccionar productos terminados para despacho a clientes. Registrar todas las operaciones en cuadernos y planillas designadas. Realizar limpieza del área de fraccionamiento según frecuencia establecida. Ubicar materiales según especificaciones de almacenamiento. Realizar limpieza de las áreas de Depósito y Expedición. Recepcionar materiales conforme a procedimientos aprobados. Despachar materiales a empresas de tratamiento de efluentes. Realizar seguimiento de stock y contrastarlo con el sistema de gestión. Revisar periódicamente los stocks de materiales y productos terminados.Condiciones de contratación: Remuneración básica mensual: $1.500.000 (bruto) Cobertura médica OSDE 210 para grupo familiar Transporte por Panamericana Bono anual Comedor en planta sin costo Horario : 7 a 16,30Zona de trabajo: Parque Industrial Pilar Postulaciones: Enviar CV actualizado indicando experiencia en GMP y tareas de depósito en industria farmoquímica.']",,,2025-10-25T13:51:00.278379,1.0.0,0.229
